메뉴,칼로리(Kcal),당류(g),카페인(mg),커피 포함,hot/ice,photo
(L) HOT 디카페인 아메리카노,11.0,0.0,23.0,1,0,https://ediya.com/files/menu/IMG_1697070552345.png
(EX) HOT 디카페인 아메리카노,16.0,0.0,34.0,1,0,https://ediya.com/files/menu/IMG_1697070876514.png
ICED 바닐라 오트 콜드브루,206.0,16.0,78.0,1,1,https://ediya.com/files/menu/IMG_1678753103297.png
ICED 디카페인 바닐라 오트 콜드브루,205.0,16.0,2.0,1,1,https://ediya.com/files/menu/IMG_1678753482451.png
(L) ICED 넛츠 크림 라떼,429.0,51.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671587873712.png
아포가토 오리지널,176.0,15.0,116.0,1,1,https://ediya.com/files/menu/IMG_1691731083701.png
디카페인 아포가토 오리지널,173.0,15.0,11.0,1,1,https://ediya.com/files/menu/IMG_1691731409331.png
ICED 콜드브루 아메리카노,12.0,0.0,104.0,1,1,https://ediya.com/files/menu/IMG_1647320805422.png
(EX) ICED 콜드브루 아메리카노 ,18.0,0.0,155.0,1,1,https://ediya.com/files/menu/IMG_1647320820317.png
ICED 디카페인 콜드브루 아메리카노 ,7.0,0.0,4.0,1,1,https://ediya.com/files/menu/IMG_1647320328440.png
(EX) ICED 디카페인 콜드브루 아메리카노 ,11.0,0.0,5.0,1,1,https://ediya.com/files/menu/IMG_1648685292664.png
ICED 디카페인 콜드브루 라떼,130.0,10.0,4.0,1,1,https://ediya.com/files/menu/IMG_1647320345410.png
(EX) ICED 디카페인 콜드브루 라떼 ,211.0,16.0,5.0,1,1,https://ediya.com/files/menu/IMG_1647320357663.png
ICED 콜드브루 라떼,134.0,10.0,104.0,1,1,https://ediya.com/files/menu/IMG_1647320848557.png
(EX) ICED 콜드브루 라떼 ,218.0,16.0,155.0,1,1,https://ediya.com/files/menu/IMG_1647320836186.png
ICED 콜드브루 니트로,14.0,0.0,124.0,1,1,https://ediya.com/files/menu/IMG_1647320870899.png
ICED 디카페인 콜드브루 니트로 ,9.0,0.0,4.0,1,1,https://ediya.com/files/menu/IMG_1647320389669.png
ICED 콜드브루 화이트 비엔나,267.0,32.0,52.0,1,1,https://ediya.com/files/menu/IMG_1647320860534.png
ICED 디카페인 콜드브루 화이트 비엔나 ,265.0,32.0,2.0,1,1,https://ediya.com/files/menu/IMG_1647320378419.png
ICED 디카페인 흑당 콜드브루 ,237.0,38.0,2.0,1,1,https://ediya.com/files/menu/IMG_1647320406434.png
(EX) ICED 디카페인 흑당 콜드브루,380.0,60.0,4.0,1,1,https://ediya.com/files/menu/IMG_1647320424871.png
ICED 디카페인 연유 콜드브루,278.0,37.0,4.0,1,1,https://ediya.com/files/menu/IMG_1647387558230.png
(EX) ICED 디카페인 연유 콜드브루 ,445.0,58.0,5.0,1,1,https://ediya.com/files/menu/IMG_1647320633102.png
ICED 흑당 콜드브루,239.0,38.0,52.0,1,1,https://ediya.com/files/menu/IMG_1647320738273.png
(EX) ICED 흑당 콜드브루,385.0,60.0,104.0,1,1,https://ediya.com/files/menu/IMG_1647320749119.png
(L) HOT 연유 카페 라떼 ,386.0,49.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671584792635.png
(L) ICED 연유 카페 라떼 ,354.0,46.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671585023298.png
(EX) HOT 연유 카페 라떼 ,601.0,78.0,348.0,1,0,https://ediya.com/files/menu/IMG_1647324689152.png
(EX) ICED연유 카페 라떼 ,530.0,72.0,348.0,1,1,https://ediya.com/files/menu/IMG_1647324719307.png
ICED 연유 콜드브루,282.0,37.0,104.0,1,1,https://ediya.com/files/menu/IMG_1647320780643.png
(EX) ICED 연유 콜드브루 ,452.0,58.0,155.0,1,1,https://ediya.com/files/menu/IMG_1647320793322.png
HOT 에스프레소,8.0,0.0,116.0,1,0,https://ediya.com/files/menu/IMG_1647320254869.png
HOT 에스프레소 마끼아또,14.0,1.0,116.0,1,0,https://ediya.com/files/menu/IMG_1511503315349.png
HOT 에스프레소 콘파냐,47.0,2.0,116.0,1,0,https://ediya.com/files/menu/IMG_1511503304139.png
(L) HOT 카페 아메리카노,16.0,0.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671581625569.png
(L) ICED 카페 아메리카노,16.0,0.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671581786293.png
(EX) HOT 카페 아메리카노,24.0,0.0,348.0,1,0,https://ediya.com/files/menu/IMG_1647321162101.png
(EX) ICED 카페 아메리카노,24.0,0.0,348.0,1,1,https://ediya.com/files/menu/IMG_1647321147600.png
(L) HOT 카페 라떼,203.0,15.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671582054147.png
(L) ICED 카페 라떼,142.0,10.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671582134737.png
(EX) HOT 카페 라떼,288.0,21.0,348.0,1,0,https://ediya.com/files/menu/IMG_1645073265123.png
(EX) ICED 카페 라떼,182.0,12.0,348.0,1,1,https://ediya.com/files/menu/IMG_1645073339534.png
(L) HOT 카푸치노,129.0,9.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671582405654.png
(L) ICED 카푸치노,145.0,10.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671583172436.png
(L) HOT 카페 모카,424.0,38.0,245.0,1,0,https://ediya.com/files/menu/IMG_1671586052246.png
(L) ICED 카페 모카,353.0,33.0,245.0,1,1,https://ediya.com/files/menu/IMG_1671586141487.png
(EX) HOT 카페 모카,530.0,49.0,365.0,1,0,https://ediya.com/files/menu/IMG_1645073368848.png
(EX) ICED 카페 모카,450.0,42.0,365.0,1,1,https://ediya.com/files/menu/IMG_1645073377193.png
(L) HOT 카라멜 마끼아또,285.0,36.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671585699141.png
(L) ICED 카라멜 마끼아또,250.0,34.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671585861402.png
(EX) HOT 카라멜 마끼아또,405.0,55.0,348.0,1,0,https://ediya.com/files/menu/IMG_1647321239141.png
(EX) ICED 카라멜 마끼아또,347.0,50.0,348.0,1,1,https://ediya.com/files/menu/IMG_1647321212721.png
(L) HOT 바닐라 라떼,303.0,29.0,274.0,1,0,https://ediya.com/files/menu/IMG_1671583442731.png
(L) ICED 바닐라 라떼,245.0,25.0,274.0,1,1,https://ediya.com/files/menu/IMG_1671583414313.png
(EX) HOT 바닐라 라떼,476.0,49.0,432.0,1,0,https://ediya.com/files/menu/IMG_1647321057747.png
(EX) ICED 바닐라 라떼,386.0,42.0,432.0,1,1,https://ediya.com/files/menu/IMG_1647321034823.png
(L) HOT 화이트 초콜릿 모카,420.0,40.0,232.0,1,0,https://ediya.com/files/menu/IMG_1671587353689.png
(L) ICED 화이트 초콜릿 모카,362.0,35.0,232.0,1,1,https://ediya.com/files/menu/IMG_1671587593517.png
(EX) HOT 화이트 초콜릿 모카 ,588.0,61.0,348.0,1,0,https://ediya.com/files/menu/IMG_1647321390212.png
(L) HOT 민트 모카,484.0,45.0,268.0,1,0,https://ediya.com/files/menu/IMG_1671588213206.png
(EX) ICED 화이트 초콜릿 모카 ,515.0,54.0,348.0,1,1,https://ediya.com/files/menu/IMG_1647321347859.png
(L) ICED 민트 모카,420.0,40.0,268.0,1,1,https://ediya.com/files/menu/IMG_1671588274664.png
HOT 토피넛 라떼,273.0,33.0,22.0,0,0,https://ediya.com/files/menu/IMG_1694414812893.png
(EX) HOT 토피넛 라떼,485.0,56.0,33.0,0,0,https://ediya.com/files/menu/IMG_1694414794668.png
ICED 토피넛 라떼,222.0,29.0,22.0,0,1,https://ediya.com/files/menu/IMG_1694414746800.png
(EX) ICED 토피넛 라떼,350.0,45.0,33.0,0,1,https://ediya.com/files/menu/IMG_1694415549864.png
HOT 쌍화차,212.0,28.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322753151.png
ICED 쌍화차,212.0,28.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322778699.png
HOT 생강차,235.0,46.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322669524.png
 ICED 생강차,235.0,46.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322677153.png
ICED 달고나 라떼,286.0,41.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647321929656.png
(EX) ICED 달고나 라떼 ,429.0,61.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647321941152.png
ICED 흑당 라떼,233.0,38.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322011235.png
(EX) ICED 흑당 라떼,373.0,60.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322029671.png
ICED 버블 흑당 라떼,308.0,35.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324429590.png
(EX) ICED 버블 흑당 라떼,588.0,63.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324410367.png
HOT 초콜릿,376.0,33.0,9.0,0,0,https://ediya.com/files/menu/IMG_1647321825736.png
ICED 초콜릿,318.0,28.0,9.0,0,1,https://ediya.com/files/menu/IMG_1647321814289.png
(EX) HOT 초콜릿,540.0,53.0,17.0,0,0,https://ediya.com/files/menu/IMG_1647321860843.png
(EX) ICED 초콜릿,481.0,47.0,18.0,0,1,https://ediya.com/files/menu/IMG_1647321840843.png
HOT 녹차 라떼,252.0,30.0,55.0,0,0,https://ediya.com/files/menu/IMG_1647321755481.png
ICED 녹차 라떼,191.0,25.0,55.0,0,1,https://ediya.com/files/menu/IMG_1647321741180.png
(EX) HOT 녹차 라떼,466.0,57.0,110.0,0,0,https://ediya.com/files/menu/IMG_1647321791414.png
(EX) ICED 녹차 라떼,337.0,47.0,110.0,0,1,https://ediya.com/files/menu/IMG_1647321773757.png
HOT 민트 초콜릿,397.0,34.0,23.0,0,0,https://ediya.com/files/menu/IMG_1647321892161.png
ICED 민트 초콜릿,342.0,30.0,23.0,0,1,https://ediya.com/files/menu/IMG_1647321879153.png
HOT 12곡 라떼,290.0,26.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322114515.png
ICED 12곡 라떼,239.0,22.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322107601.png
HOT 고구마 라떼,344.0,37.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322145592.png
ICED 고구마 라떼,344.0,37.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322131838.png
홍시주스,247.0,59.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324236558.png
골드키위주스,265.0,59.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324243707.png
딸기주스,270.0,62.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324249886.png
ICED 살얼음 식혜 ,219.0,50.0,0.0,0,1,https://ediya.com/files/menu/IMG_1660608743501.png
(EX) ICED 살얼음 식혜,391.0,89.0,0.0,0,1,https://ediya.com/files/menu/IMG_1660608842680.png
HOT 그린 루이보스,8.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647324593188.png
ICED 그린 루이보스,8.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647324575877.png
(EX) HOT 그린 루이보스,16.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1671596542380.png
(EX) ICED 그린 루이보스,16.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1671596605212.png
HOT 샤인 히비스커스,6.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322695193.png
ICED 샤인 히비스커스,6.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322703601.png
(EX) HOT 샤인 히비스커스,13.0,1.0,0.0,0,0,https://ediya.com/files/menu/IMG_1671595438536.png
(EX) ICED 샤인 히비스커스,13.0,1.0,0.0,0,1,https://ediya.com/files/menu/IMG_1671595525825.png
HOT 스프링 캐모마일,8.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322717592.png
ICED 스프링 캐모마일,8.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322726556.png
(EX) HOT 스프링 캐모마일,15.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1671595271667.png
(EX) ICED 스프링 캐모마일,15.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1671595337284.png
HOT 퓨어 페퍼민트,5.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647322800672.png
ICED 퓨어 페퍼민트,5.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322809136.png
(EX) HOT 퓨어 페퍼민트,11.0,0.0,0.0,0,0,https://ediya.com/files/menu/IMG_1671595635409.png
(EX) ICED 퓨어 페퍼민트,11.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1671595852837.png
HOT 피치 얼그레이,8.0,0.0,58.0,0,0,https://ediya.com/files/menu/IMG_1647322847327.png
ICED 피치 얼그레이,8.0,0.0,58.0,0,1,https://ediya.com/files/menu/IMG_1647322855201.png
(EX) HOT 피치 얼그레이,17.0,0.0,117.0,0,0,https://ediya.com/files/menu/IMG_1671596309362.png
(EX) ICED 피치 얼그레이,17.0,0.0,117.0,0,1,https://ediya.com/files/menu/IMG_1671596392889.png
ICED 버블 크림 밀크티,319.0,27.0,38.0,0,1,https://ediya.com/files/menu/IMG_1647324346811.png
(EX) ICED 자몽 네이블오렌지,322.0,73.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647323192384.png
(EX) ICED 유자피나콜라다,291.0,67.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647323138803.png
(EX) ICED 석류애플라임,346.0,74.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322977844.png
HOT 석류 오리지널,210.0,42.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323060484.png
HOT 석류 애플라임,220.0,42.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323050118.png
HOT 자몽 네이블 오렌지,196.0,43.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323209240.png
HOT 유자 피나콜라다,197.0,43.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323154740.png
아이스티 복숭아,165.0,39.0,9.0,0,1,https://ediya.com/files/menu/IMG_1647322896670.png
(EX) 아이스티 복숭아,329.0,78.0,19.0,0,1,https://ediya.com/files/menu/IMG_1647322914713.png
아이스티 레몬,158.0,38.0,12.0,0,1,https://ediya.com/files/menu/IMG_1647322929626.png
(EX) 아이스티 레몬,317.0,77.0,25.0,0,1,https://ediya.com/files/menu/IMG_1647322949688.png
HOT 밀크티,232.0,25.0,49.0,0,0,https://ediya.com/files/menu/IMG_1647322607583.png
ICED 밀크티,167.0,20.0,49.0,0,1,https://ediya.com/files/menu/IMG_1647322590353.png
HOT 유자차,187.0,42.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323168645.png
HOT 자몽차,186.0,42.0,0.0,0,0,https://ediya.com/files/menu/IMG_1647323227736.png
망고 플랫치노,258.0,65.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322193229.png
꿀복숭아 플랫치노,225.0,49.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322170791.png
초콜릿 칩 플랫치노,387.0,42.0,27.0,0,1,https://ediya.com/files/menu/IMG_1647322237789.png
민트 초콜릿 칩 플랫치노,493.0,52.0,56.0,0,1,https://ediya.com/files/menu/IMG_1647322244409.png
플레인 요거트 플랫치노,229.0,32.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322311675.png
블루베리 요거트 플랫치노,297.0,47.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322319410.png
딸기 요거트 플랫치노,313.0,53.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647319753205.png
오리진 쉐이크,355.0,63.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322356739.png
초코쿠키 쉐이크,449.0,70.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322366389.png
딸기 쉐이크,454.0,85.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322376229.png
레몬 에이드,123.0,28.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322413547.png
(EX) 레몬 에이드,227.0,53.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322402501.png
자몽 에이드,124.0,28.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322422524.png
(EX) 자몽 에이드,198.0,46.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322437795.png
청포도 에이드,121.0,28.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322445174.png
(EX) 청포도 에이드,181.0,42.0,0.0,0,1,https://ediya.com/files/menu/IMG_1647322455866.png
팥인절미 1인빙수,582.0,52.0,0.0,0,1,https://ediya.com/files/menu/IMG_1683184025809.png
애플망고 눈꽃빙수 ,592.0,128.0,0.0,0,1,https://ediya.com/files/menu/IMG_1683184562783.png
팥인절미 눈꽃빙수 ,800.0,56.0,0.0,0,1,https://ediya.com/files/menu/IMG_1683184722523.png
이디야 청포도&amp;케일 주스,144.0,33.0,0.0,0,1,https://ediya.com/files/menu/IMG_1631059844568.png
이디야 감귤&amp;한라봉 주스,108.0,22.0,0.0,0,1,https://ediya.com/files/menu/IMG_1631059961896.png
이디야 사과&amp;당근 주스,103.0,25.0,0.0,0,1,https://ediya.com/files/menu/IMG_1631060026295.png
이디야 워터,0.0,0.0,0.0,0,1,https://ediya.com/files/menu/IMG_1652751437621.png
이디야 콤부차 복숭아망고,128.0,29.0,28.0,0,1,https://ediya.com/files/menu/IMG_1564379279645.png
이디야 콤부차 청포도레몬,120.0,65.0,32.0,0,1,https://ediya.com/files/menu/IMG_1564379353475.png
이디야키즈 신비아파트 샤인머스캣,80.0,17.0,0.0,0,1,https://ediya.com/files/menu/IMG_1709598676880.png
이디야키즈 신비아파트 딸기,75.0,15.0,0.0,0,1,https://ediya.com/files/menu/IMG_1709598852642.png
이디야키즈 뽀로로 오렌지 ,45.0,9.0,0.0,0,1,https://ediya.com/files/menu/IMG_1709599223774.png
이디야키즈 뽀로로 사과매실 ,45.0,9.0,0.0,0,1,https://ediya.com/files/menu/IMG_1709599391117.png
이디야키즈 뽀로로 포도블루베리 ,45.0,9.0,0.0,0,1,https://ediya.com/files/menu/IMG_1709599673354.png
자몽네이블오렌지,136.0,31.0,0.0,0,1,https://ediya.com/files/menu/IMG_1529902147409.png
유자피나콜라다,10.0,25.0,0.0,0,1,https://ediya.com/files/menu/IMG_1529895623589.png
석류애플라임,136.0,32.0,0.0,0,1,https://ediya.com/files/menu/IMG_1529902396529.png
이디야 사과주스,115.0,26.0,0.0,0,1,https://ediya.com/files/menu/IMG_1565670650552.png
(R)딸기 듬뿍 라떼,217.0,28.0,0.0,0,1,https://ediya.com/files/menu/IMG_1703040183528.png
(EX)딸기 듬뿍 라떼,290.0,35.0,0.0,0,1,https://ediya.com/files/menu/IMG_1703040302345.png
딸기 바나나크림 라떼,248.0,30.0,0.0,0,1,https://ediya.com/files/menu/IMG_1703040425726.png
생딸기 바나나크림 플랫치노,319.0,46.0,0.0,0,1,https://ediya.com/files/menu/IMG_1703040550113.png
(L) ICED 생딸기 허니 블랙티,149.0,35.0,15.75,0,1,https://ediya.com/files/menu/IMG_1703040698185.png
(L) HOT 생딸기 허니 블랙티,149.0,35.0,15.75,0,0,https://ediya.com/files/menu/IMG_1703041152806.png
제철 담은 생딸기 주스 ,104.0,16.0,0.0,0,1,https://ediya.com/files/menu/IMG_1703041320527.png
그래놀라 드링킹 요거트,356.0,39.0,0.0,0,1,https://ediya.com/files/menu/IMG_1706680680282.png
망고 드링킹 요거트,329.0,43.0,0.0,0,1,https://ediya.com/files/menu/IMG_1706680834659.png
딸기 드링킹 요거트,329.0,42.0,0.0,0,1,https://ediya.com/files/menu/IMG_1706681903465.png
